DateTime,Entries,UniqueIPs
1577717291,8964,8964
1577739156,8909,8909
1577761022,9828,9828
1577783306,9833,9833
1577805392,9833,9833
1577827464,9859,9859
1577849541,9900,9900
1577871388,9953,9953
1577893469,10086,10086
1577915558,10062,10062
1577948673,10098,10098
1577970741,16081,16081
1577992841,26715,26715
1578014893,26733,26733
1578036987,26700,26700
1578059062,26672,26672
1578080910,26692,26692
1578102990,26705,26705
1578124857,26724,26724
1578146931,26749,26749
1578168971,26763,26763
1578191070,26784,26784
1578213147,26795,26795
1578234999,26531,26531
1578257053,26263,26263
1578279128,25829,25829
1578301244,25830,25830
1578323105,25835,25835
1578345174,25842,25842
1578367451,25033,25033
1578389554,25104,25104
1578411610,29521,29521
1578433692,29524,29524
1578455558,29518,29518
1578477663,29504,29504
1578499728,29555,29555
1578521779,30441,30441
1578543629,30452,30452
1578565695,31543,31543
1578587542,28904,28904
1578609614,31575,31575
1578631471,31580,31580
1578653323,31613,31613
1578675396,31622,31622
1578697496,31629,31629
1578720074,31639,31639
1578742339,31619,31619
1578764189,31588,31588
1578786285,31600,31600
1578808346,31592,31592
1578830464,31530,31530
1578852767,31511,31511
1578874830,31331,31331
1578896679,31141,31141
1578918734,30851,30851
1578940613,31428,31428
1578962652,31417,31417
1578984764,31371,31371
1579006851,20620,20620
1579028920,20904,20904
1579051221,21222,21222
1579073073,21280,21280
1579095136,21333,21333
1579116985,20376,20376
1579139067,20370,20370
1579161153,20365,20365
1579182994,15455,15455
1579205105,8985,8985
1579227147,8926,8926
1579249210,8896,8896
1579271310,8860,8860
1579293167,8841,8841
1579315235,8837,8837
1579337306,8839,8839
1579359391,8837,8837
1579381720,9289,9289
1579403571,13813,13813
1579425609,20617,20617
1579447466,21218,21218
1579469307,21127,21127
1579491417,21124,21124
1579513451,21185,21185
1579535299,21182,21182
1579557154,21190,21190
1579578996,21194,21194
1579601081,21192,21192
1579623135,28920,28920
1579645212,28747,28747
1579667077,28574,28574
1579689164,28496,28496
1579711226,28457,28457
1579733071,28454,28454
1579755130,28457,28457
1579777257,28506,28506
1579799561,28772,28772
1579821615,29056,29056
1579843689,29232,29232
1579865564,29277,29277
1579887616,29307,29307
1579909691,29311,29311
1579931538,29306,29306
1579953390,29308,29308
1579975714,29303,29303
1579997787,27517,27517
1580019676,20414,20414
1580041693,17318,17318
1580063553,17644,17644
1580085615,17841,17841
1580107469,15410,15410
1580129535,13257,13257
1580151416,12820,12820
1580173710,12809,12809
1580195785,12805,12805
1580217862,8972,8972
1580239951,5923,5923
1580262011,5930,5930
1580283873,5932,5932
1580305927,5926,5926
1580327773,5929,5929
1580349638,5930,5930
1580371700,5953,5953
1580393782,8719,8719
1580415622,14076,14076
1580437687,15496,15496
1580459546,15499,15499
1580481612,17774,17774
1580503462,17768,17768
1580525525,17776,17776
1580547373,17881,17881
1580569717,17973,17973
1580591797,17996,17996
1580613863,18003,18003
1580635933,18109,18109
1580657802,17676,17676
1580679870,17432,17432
1580701931,17369,17369
1580723771,17508,17508
1580745663,17301,17301
1580767704,17304,17304
1580789772,17296,17296
1580811630,17262,17262
1580833694,16746,16746
1580855540,16301,16301
1580877384,16317,16317
1580899477,16351,16351
1580921526,16380,16380
1580943409,16434,16434
1580965699,16443,16443
1580987558,16426,16426
1581009622,16447,16447
1581031465,16434,16434
1581053539,16422,16422
1581075382,16411,16411
1581097450,16412,16412
1581119311,16417,16417
1581141381,16379,16379
1581174527,16370,16370
1581196576,16352,16352
1581218668,16347,16347
1581240737,16317,16317
1581262586,16351,16351
1581284668,16256,16256
1581306730,17526,17526
1581328571,19272,19272
1581350475,20859,20859
1581372489,20857,20857
1581394354,20848,20848
1581416426,20859,20859
1581438492,20791,20791
1581460361,20799,20799
1581482409,20809,20809
1581504262,21553,21553
1581526325,21560,21560
1581548171,21494,21494
1581570035,21476,21476
1581592100,21491,21491
1581614189,21576,21576
1581636254,21666,21666
1581658355,21721,21721
1581680414,21679,21679
1581702263,21683,21683
1581724327,21729,21729
1581746170,21748,21748
1581779311,21764,21764
1581801371,21774,21774
1581823451,21784,21784
1581845547,21774,21774
1581867611,21734,21734
1581889574,21733,21733
1581911532,21737,21737
1581933385,19676,19676
1581966496,10464,10464
1581988353,10466,10466
1582010410,10506,10506
1582032274,10486,10486
1582054328,11892,11892
1582076184,11889,11889
1582098253,11896,11896
1582120325,10968,10968
1582142187,10965,10965
1582186122,10939,10939
1582208173,10916,10916
1582230289,10879,10879
1582252331,10850,10850
1582274185,10814,10814
1582296262,10723,10723
1582318117,10634,10634
1582340167,10508,10508
1582373080,10407,10407
1582395135,10398,10398
1582417208,10392,10392
1582439063,10307,10307
1582461138,10265,10265
1582482984,10274,10274
1582505055,10287,10287
1582526902,10266,10266
1582548967,10312,10312
1582582106,10312,10312
1582603953,10283,10283
1582626014,10279,10279
